Sonde serial number                          	R3030575
Balloon release date and time                	2023-11-13T05:55:07
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P  Temp    RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C     %    °C   °   m/s     K         °          °  g/kg       m      °
2985     3.0      8419  358.3 -23.7  81.5 -26.0 259  29.8 249.7 25.042206 121.953192  1.29   41971     86
2986     3.1      8422  358.1 -23.7  81.7 -26.0 259  29.8 249.6 25.042258 121.953485  1.29   42001     86
2987     3.1      8425  358.0 -23.7  81.7 -26.0 259  29.8 249.6 25.042310 121.953779  1.29   42031     86
2988     2.4      8428  357.8 -23.7  81.7 -26.0 259  29.8 249.6 25.042363 121.954071  1.29   42061     86
2989     2.8      8431  357.7 -23.7  81.5 -26.0 259  29.8 249.6 25.042417 121.954361  1.29   42091     86
2990     2.4      8433  357.6 -23.7  81.0 -26.1 259  29.8 249.6 25.042470 121.954649  1.28   42120     86
2991     3.1      8436  357.4 -23.8  80.7 -26.2 259  29.8 249.6 25.042523 121.954937  1.27   42150     86
2992     2.9      8439  357.3 -23.8  80.6 -26.2 259  29.8 249.5 25.042576 121.955224  1.27   42179     86
2993     3.1      8442  357.2 -23.8  80.7 -26.2 259  29.7 249.5 25.042630 121.955512  1.26   42208     86
2994     2.5      8445  357.0 -23.9  80.9 -26.2 259  29.7 249.5 25.042685 121.955799  1.26   42238     86
2995     2.8      8448  356.9 -23.9  81.0 -26.2 259  29.7 249.5 25.042742 121.956084  1.27   42267     86
2996     2.8      8450  356.7 -23.9  81.2 -26.2 259  29.7 249.5 25.042797 121.956369  1.27   42296     86
2997     3.7      8454  356.6 -23.9  81.3 -26.2 259  29.7 249.4 25.042851 121.956654  1.27   42325     86
2998     2.5      8457  356.5 -23.9  81.3 -26.3 259  29.7 249.4 25.042903 121.956938  1.26   42354     86
2999     2.3      8459  356.3 -24.0  80.8 -26.3 259  29.7 249.4 25.042953 121.957223  1.25   42384     86
3000     2.4      8461  356.2 -24.0  80.5 -26.4 259  29.7 249.4 25.043002 121.957510  1.25   42413     86
3001     2.3      8464  356.1 -24.0  80.2 -26.5 259  29.7 249.3 25.043048 121.957799  1.24   42442     86
3002     3.0      8467  355.9 -24.0  79.5 -26.6 259  29.7 249.3 25.043091 121.958089  1.23   42472     86
3003     2.8      8469  355.8 -24.0  78.3 -26.7 259  29.7 249.3 25.043134 121.958381  1.21   42502     86
3004     2.7      8472  355.7 -24.0  77.3 -26.9 259  29.7 249.3 25.043176 121.958674  1.19   42532     86
3005     2.8      8475  355.6 -24.1  76.8 -27.0 259  29.7 249.3 25.043220 121.958967  1.18   42562     86
3006     2.5      8477  355.4 -24.1  76.7 -27.0 260  29.7 249.3 25.043267 121.959261  1.18   42592     86
3007     2.6      8480  355.3 -24.1  76.4 -27.0 260  29.7 249.3 25.043318 121.959552  1.18   42621     86
3008     3.2      8483  355.2 -24.0  75.9 -27.1 260  29.7 249.3 25.043372 121.959840  1.17   42651     86
3009     2.4      8486  355.0 -24.0  75.3 -27.2 260  29.8 249.3 25.043427 121.960125  1.17   42680     86
3010     2.6      8488  354.9 -24.0  74.9 -27.2 260  29.8 249.3 25.043481 121.960411  1.16   42709     86
3011     2.1      8490  354.8 -24.0  74.6 -27.3 260  29.8 249.3 25.043534 121.960697  1.16   42739     86
3012     3.6      8494  354.6 -24.0  73.9 -27.4 260  29.8 249.3 25.043585 121.960984  1.14   42768     86
3013     3.3      8497  354.5 -24.1  72.7 -27.6 260  29.8 249.3 25.043633 121.961272  1.12   42797     86
3014     2.3      8499  354.3 -24.1  70.4 -28.0 260  29.8 249.2 25.043680 121.961561  1.09   42827     86
3015     3.2      8503  354.2 -24.1  67.1 -28.5 260  29.8 249.2 25.043724 121.961852  1.03   42857     86
3016     2.9      8505  354.1 -24.1  63.5 -29.1 260  29.8 249.2 25.043766 121.962145  0.98   42886     86
3017     3.1      8509  353.9 -24.2  60.6 -29.6 260  29.8 249.1 25.043806 121.962438  0.93   42916     86
3018     1.9      8511  353.8 -24.2  59.2 -29.9 260  29.9 249.1 25.043846 121.962732  0.91   42946     86
3019     2.8      8513  353.7 -24.2  59.2 -29.9 260  29.9 249.1 25.043886 121.963026  0.91   42976     86
3020     3.2      8516  353.5 -24.2  59.7 -29.8 260  29.9 249.1 25.043928 121.963319  0.92   43006     86
3021     2.0      8519  353.4 -24.2  59.7 -29.8 261  29.9 249.1 25.043971 121.963610  0.92   43036     86
3022     2.6      8521  353.3 -24.2  59.2 -29.9 261  29.9 249.1 25.044014 121.963898  0.91   43065     86
3023     2.8      8524  353.2 -24.2  59.1 -29.9 261  29.9 249.1 25.044058 121.964188  0.91   43095     86
3024     3.1      8527  353.0 -24.2  59.7 -29.8 261  29.9 249.1 25.044102 121.964479  0.92   43125     86
3025     1.4      8528  352.9 -24.2  60.9 -29.6 261  29.9 249.1 25.044147 121.964770  0.93   43154     86
3026     2.9      8531  352.8 -24.2  62.2 -29.4 261  29.9 249.1 25.044192 121.965059  0.95   43184     86
3027     2.5      8534  352.7 -24.2  63.0 -29.3 261  30.0 249.1 25.044236 121.965349  0.96   43213     86
3028     2.6      8536  352.5 -24.3  63.0 -29.3 261  30.0 249.0 25.044279 121.965638  0.96   43243     86
3029     3.3      8540  352.4 -24.3  62.6 -29.4 261  30.0 249.0 25.044322 121.965928  0.96   43273     86
3030     2.8      8543  352.3 -24.3  62.1 -29.5 261  30.0 249.0 25.044363 121.966220  0.95   43302     86
3031     2.7      8545  352.1 -24.3  61.9 -29.5 261  30.0 249.0 25.044404 121.966512  0.94   43332     86
3032     2.6      8548  352.0 -24.3  61.9 -29.6 261  30.0 249.0 25.044446 121.966804  0.94   43362     86
3033     2.6      8550  351.9 -24.3  62.0 -29.6 261  30.0 249.0 25.044489 121.967096  0.94   43392     86
3034     2.6      8553  351.8 -24.3  62.0 -29.6 261  30.0 249.0 25.044532 121.967389  0.94   43422     86
3035     2.6      8556  351.6 -24.3  62.0 -29.6 261  30.0 249.0 25.044575 121.967681  0.94   43451     86
3036     2.6      8558  351.5 -24.3  62.0 -29.6 261  30.0 248.9 25.044619 121.967974  0.94   43481     86
3037     2.6      8561  351.4 -24.4  62.0 -29.6 261  30.1 248.9 25.044663 121.968266  0.94   43511     86
3038     2.6      8564  351.3 -24.4  62.0 -29.6 261  30.1 248.9 25.044708 121.968559  0.94   43541     86
3039     2.6      8566  351.1 -24.4  62.1 -29.6 261  30.1 248.9 25.044752 121.968852  0.94   43571     86
3040     2.6      8569  351.0 -24.4  62.1 -29.6 261  30.1 248.9 25.044797 121.969144  0.94   43601     86
3041     2.6      8571  350.9 -24.4  62.1 -29.6 261  30.1 248.9 25.044842 121.969437  0.94   43631     86
3042     2.6      8574  350.7 -24.4  62.1 -29.6 261  30.1 248.9 25.044888 121.969730  0.94   43661     86
3043     2.6      8577  350.6 -24.4  62.1 -29.6 261  30.1 248.9 25.044933 121.970023  0.94   43690     86
3044     2.6      8579  350.5 -24.4  62.2 -29.6 261  30.1 248.9 25.044978 121.970316  0.94   43720     85
3045     2.6      8582  350.4 -24.4  62.2 -29.6 261  30.1 248.9 25.045023 121.970608  0.94   43750     85
3046     2.6      8584  350.2 -24.5  62.2 -29.7 261  30.1 248.8 25.045068 121.970901  0.94   43780     85
3047     2.6      8587  350.1 -24.5  62.2 -29.7 261  30.1 248.8 25.045113 121.971194  0.94   43810     85
3048     2.6      8590  350.0 -24.5  62.2 -29.7 261  30.2 248.8 25.045158 121.971487  0.94   43840     85
3049     2.6      8592  349.9 -24.5  62.2 -29.7 261  30.2 248.8 25.045203 121.971779  0.94   43870     85
3050     2.6      8595  349.7 -24.5  62.3 -29.7 261  30.2 248.8 25.045247 121.972072  0.94   43900     85
3051     2.6      8598  349.6 -24.5  62.3 -29.7 261  30.2 248.8 25.045292 121.972365  0.94   43930     85
3052     2.6      8600  349.5 -24.5  62.3 -29.7 260  30.2 248.8 25.045337 121.972657  0.94   43959     85
3053     2.6      8603  349.4 -24.5  62.3 -29.7 260  30.2 248.8 25.045381 121.972950  0.94   43989     85
3054     2.6      8605  349.2 -24.5  62.4 -29.7 260  30.2 248.8 25.045425 121.973243  0.94   44019     85
3055     2.5      8608  349.1 -24.5  62.5 -29.7 260  30.2 248.8 25.045470 121.973535  0.94   44049     85
3056     2.5      8611  349.0 -24.5  62.6 -29.7 260  30.2 248.7 25.045514 121.973828  0.94   44079     85
3057     2.5      8613  348.9 -24.6  62.7 -29.7 260  30.2 248.7 25.045558 121.974120  0.94   44109     85
3058     2.5      8616  348.8 -24.6  62.7 -29.7 260  30.2 248.7 25.045601 121.974413  0.94   44139     85
3059     2.5      8618  348.6 -24.6  62.7 -29.7 260  30.3 248.7 25.045645 121.974705  0.94   44169     85
3060     2.5      8621  348.5 -24.6  62.7 -29.7 260  30.3 248.7 25.045689 121.974998  0.94   44198     85
3061     2.5      8623  348.4 -24.6  62.7 -29.7 260  30.3 248.7 25.045732 121.975290  0.94   44228     85
3062     2.1      8625  348.3 -24.6  62.7 -29.7 260  30.3 248.6 25.045777 121.975583  0.94   44258     85
3063     2.5      8628  348.2 -24.7  62.8 -29.8 260  30.3 248.6 25.045821 121.975875  0.94   44288     85
3064     2.5      8630  348.1 -24.7  62.9 -29.8 260  30.3 248.6 25.045865 121.976168  0.94   44318     85
3065     2.5      8633  347.9 -24.7  63.0 -29.8 260  30.3 248.6 25.045910 121.976461  0.94   44348     85
3066     2.5      8635  347.8 -24.7  63.0 -29.8 260  30.3 248.6 25.045955 121.976753  0.94   44378     85
3067     2.5      8638  347.7 -24.7  63.0 -29.8 260  30.3 248.6 25.045999 121.977046  0.93   44408     85
3068     2.5      8640  347.6 -24.8  63.0 -29.8 260  30.3 248.5 25.046044 121.977339  0.93   44437     85
3069     2.5      8643  347.5 -24.8  63.0 -29.8 260  30.3 248.5 25.046088 121.977632  0.93   44467     85
3070     2.5      8645  347.3 -24.8  63.0 -29.8 260  30.4 248.5 25.046133 121.977924  0.93   44497     85
3071     2.5      8648  347.2 -24.8  63.0 -29.8 260  30.4 248.5 25.046177 121.978217  0.93   44527     85
3072     2.5      8650  347.1 -24.8  63.0 -29.8 260  30.4 248.5 25.046221 121.978509  0.93   44557     85
3073     2.5      8653  347.0 -24.8  63.0 -29.9 260  30.4 248.5 25.046265 121.978802  0.93   44587     85
3074     2.5      8655  346.9 -24.8  63.0 -29.9 260  30.4 248.5 25.046309 121.979094  0.93   44617     85
3075     2.5      8657  346.7 -24.9  63.0 -29.9 260  30.4 248.4 25.046353 121.979387  0.93   44647     85
3076     2.5      8660  346.6 -24.9  63.1 -29.9 260  30.4 248.4 25.046396 121.979679  0.93   44676     85
3077     2.5      8662  346.5 -24.9  63.3 -29.9 260  30.4 248.4 25.046440 121.979972  0.93   44706     85
3078     2.9      8665  346.4 -25.0  63.6 -29.9 260  30.4 248.3 25.046483 121.980264  0.93   44736     85
3079     2.5      8668  346.3 -25.0  64.0 -29.9 260  30.4 248.3 25.046526 121.980556  0.93   44766     85
3080     2.5      8670  346.1 -25.0  64.3 -29.8 260  30.5 248.3 25.046570 121.980849  0.93   44796     85
3081     2.5      8673  346.0 -25.0  64.6 -29.8 260  30.5 248.3 25.046613 121.981141  0.94   44826     85
3082     2.5      8675  345.9 -25.1  65.0 -29.8 260  30.5 248.2 25.046656 121.981433  0.94   44855     85
3083     2.5      8678  345.8 -25.1  65.3 -29.7 260  30.5 248.2 25.046700 121.981726  0.94   44885     85
3084     2.5      8680  345.7 -25.1  65.6 -29.7 260  30.5 248.2 25.046744 121.982019  0.95   44915     85
3085     2.6      8683  345.5 -25.1  65.9 -29.7 260  30.5 248.2 25.046789 121.982311  0.95   44945     85
3086     2.6      8686  345.4 -25.1  66.2 -29.6 260  30.5 248.2 25.046834 121.982604  0.95   44975     85
3087     2.6      8688  345.3 -25.1  66.5 -29.6 260  30.5 248.2 25.046879 121.982897  0.96   45005     85
3088     2.6      8691  345.2 -25.2  66.7 -29.6 260  30.5 248.1 25.046926 121.983190  0.96   45035     85
3089     2.6      8693  345.1 -25.2  66.8 -29.6 260  30.5 248.1 25.046973 121.983483  0.96   45065     85
3090     1.9      8695  345.0 -25.2  66.7 -29.6 260  30.5 248.1 25.047020 121.983777  0.96   45095     85
3091     1.8      8697  344.8 -25.2  66.4 -29.6 260  30.6 248.1 25.047068 121.984070  0.95   45125     85
3092     2.5      8700  344.7 -25.2  66.1 -29.7 260  30.6 248.1 25.047116 121.984364  0.95   45155     85
3093     2.8      8702  344.6 -25.2  65.8 -29.8 260  30.6 248.1 25.047163 121.984658  0.94   45185     85
3094     2.7      8705  344.5 -25.3  65.7 -29.8 260  30.6 248.0 25.047211 121.984954  0.94   45215     85
3095     1.9      8707  344.4 -25.3  65.5 -29.9 260  30.6 248.0 25.047259 121.985251  0.93   45245     85
3096     2.7      8710  344.3 -25.3  65.1 -30.0 260  30.6 248.0 25.047308 121.985550  0.93   45276     85
3097     2.5      8712  344.2 -25.3  64.4 -30.1 260  30.6 248.0 25.047357 121.985848  0.92   45307     85
3098     2.8      8715  344.0 -25.3  63.6 -30.3 260  30.7 247.9 25.047406 121.986148  0.90   45337     85
3099     2.3      8717  343.9 -25.4  63.0 -30.4 260  30.7 247.9 25.047455 121.986449  0.89   45368     85
3100     2.5      8720  343.8 -25.4  62.7 -30.4 260  30.7 247.9 25.047504 121.986752  0.89   45399     85
3101     1.8      8721  343.7 -25.4  62.9 -30.4 260  30.7 247.9 25.047553 121.987053  0.89   45430     85
3102     2.6      8724  343.6 -25.4  63.5 -30.3 260  30.7 247.9 25.047602 121.987353  0.90   45460     85
3103     3.2      8727  343.4 -25.4  64.2 -30.2 260  30.8 247.9 25.047651 121.987651  0.91   45491     85
3104     1.7      8729  343.3 -25.4  63.7 -30.3 260  30.8 247.8 25.047700 121.987950  0.90   45521     85
3105     3.1      8732  343.2 -25.4  61.2 -30.8 260  30.8 247.8 25.047749 121.988250  0.86   45552     85
3106     2.7      8735  343.1 -25.4  57.8 -31.4 260  30.8 247.8 25.047798 121.988550  0.82   45583     85
3107     2.4      8737  343.0 -25.4  55.2 -31.9 260  30.8 247.8 25.047848 121.988848  0.78   45613     85
3108     2.5      8740  342.9 -25.5  54.3 -32.0 260  30.9 247.8 25.047900 121.989146  0.76   45644     85
3109     1.6      8741  342.7 -25.5  54.9 -31.9 259  30.9 247.8 25.047953 121.989444  0.77   45674     85
3110     2.8      8744  342.6 -25.5  55.9 -31.8 259  30.9 247.8 25.048007 121.989740  0.79   45704     85
3111     2.6      8747  342.5 -25.5  56.6 -31.6 259  30.9 247.8 25.048059 121.990035  0.80   45735     85
3112     2.2      8749  342.4 -25.5  57.1 -31.6 259  30.9 247.7 25.048111 121.990333  0.80   45765     85
3113     2.7      8752  342.3 -25.6  57.5 -31.5 259  30.9 247.7 25.048162 121.990632  0.81   45796     85
3114     2.6      8754  342.2 -25.6  57.6 -31.5 259  31.0 247.7 25.048213 121.990934  0.81   45827     85
3115     1.8      8756  342.1 -25.6  57.5 -31.5 259  31.0 247.7 25.048264 121.991237  0.80   45858     85
3116     2.1      8758  341.9 -25.6  57.4 -31.6 259  31.0 247.7 25.048314 121.991540  0.80   45889     85
3117     3.5      8762  341.8 -25.6  57.5 -31.6 259  31.0 247.7 25.048363 121.991845  0.80   45920     85
3118     2.5      8764  341.7 -25.6  57.8 -31.5 259  31.0 247.7 25.048414 121.992151  0.81   45951     85
3119     2.6      8767  341.6 -25.6  57.9 -31.5 259  31.1 247.7 25.048465 121.992456  0.81   45982     85
3120     1.2      8768  341.5 -25.6  57.4 -31.6 259  31.1 247.7 25.048517 121.992760  0.80   46013     85
3121     2.2      8770  341.4 -25.6  56.7 -31.7 259  31.1 247.6 25.048571 121.993063  0.79   46044     85
3122     2.9      8773  341.3 -25.6  56.5 -31.8 259  31.1 247.6 25.048626 121.993366  0.79   46075     85
3123     2.3      8775  341.2 -25.7  56.9 -31.7 259  31.1 247.6 25.048682 121.993668  0.79   46106     85
3124     1.8      8777  341.1 -25.7  57.2 -31.7 259  31.2 247.6 25.048739 121.993970  0.80   46137     85
3125     2.9      8780  340.9 -25.7  57.3 -31.7 259  31.2 247.6 25.048795 121.994271  0.80   46168     85
3126     2.2      8782  340.8 -25.7  57.6 -31.7 259  31.2 247.6 25.048851 121.994571  0.80   46199     85
3127     3.1      8785  340.7 -25.7  58.0 -31.6 259  31.2 247.5 25.048906 121.994872  0.80   46230     85
3128     1.8      8787  340.6 -25.8  58.3 -31.6 259  31.2 247.5 25.048961 121.995173  0.81   46260     85
3129     2.5      8790  340.5 -25.8  58.2 -31.6 259  31.2 247.5 25.049015 121.995474  0.80   46291     85
3130     2.2      8792  340.4 -25.8  57.7 -31.7 259  31.3 247.5 25.049067 121.995778  0.79   46322     85
3131     2.8      8795  340.3 -25.8  57.0 -31.9 259  31.3 247.4 25.049119 121.996083  0.78   46354     85
3132     1.9      8797  340.1 -25.8  56.4 -32.0 259  31.3 247.4 25.049171 121.996388  0.77   46385     85
3133     2.5      8799  340.0 -25.8  56.0 -32.1 259  31.3 247.4 25.049223 121.996693  0.77   46416     85
3134     2.7      8802  339.9 -25.8  55.6 -32.1 259  31.3 247.4 25.049277 121.996997  0.76   46447     85
3135     2.5      8804  339.8 -25.8  55.1 -32.2 258  31.3 247.4 25.049331 121.997300  0.76   46478     85
3136     2.6      8807  339.7 -25.8  54.7 -32.3 258  31.4 247.4 25.049387 121.997602  0.75   46509     85
3137     2.0      8809  339.6 -25.8  54.8 -32.3 258  31.4 247.4 25.049444 121.997904  0.75   46540     85
3138     2.0      8811  339.5 -25.8  55.1 -32.2 258  31.4 247.4 25.049504 121.998206  0.76   46571     85
3139     2.0      8813  339.4 -25.9  55.4 -32.2 258  31.4 247.4 25.049564 121.998509  0.76   46602     85
3140     3.1      8816  339.3 -25.9  55.4 -32.2 258  31.4 247.4 25.049626 121.998814  0.76   46633     85
3141     3.0      8819  339.1 -25.9  55.1 -32.3 258  31.4 247.3 25.049688 121.999121  0.75   46665     85
3142     1.7      8821  339.0 -26.0  55.2 -32.4 258  31.5 247.3 25.049751 121.999428  0.75   46696     85
3143     2.3      8823  338.9 -26.0  55.8 -32.3 258  31.5 247.3 25.049814 121.999735  0.76   46728     85
3144     2.5      8826  338.8 -26.0  56.3 -32.2 258  31.5 247.3 25.049876 122.000043  0.76   46759     85
3145     2.0      8828  338.7 -26.0  56.3 -32.2 258  31.5 247.3 25.049937 122.000350  0.76   46791     85
3146     2.4      8830  338.6 -26.0  55.7 -32.3 258  31.5 247.2 25.049997 122.000657  0.76   46822     85
3147     1.8      8832  338.5 -26.1  55.3 -32.4 258  31.5 247.2 25.050057 122.000963  0.75   46854     85
3148     2.1      8834  338.4 -26.1  55.1 -32.5 258  31.5 247.2 25.050117 122.001269  0.74   46885     85
3149     2.8      8837  338.3 -26.1  55.0 -32.5 257  31.5 247.2 25.050178 122.001576  0.74   46917     85
3150     2.9      8840  338.2 -26.1  54.6 -32.6 257  31.6 247.2 25.050239 122.001882  0.74   46948     85
3151     2.5      8842  338.0 -26.1  53.9 -32.7 257  31.6 247.1 25.050301 122.002189  0.73   46979     85
3152     2.8      8845  337.9 -26.1  53.1 -32.9 257  31.6 247.1 25.050364 122.002495  0.71   47011     85
3153     3.0      8848  337.8 -26.1  52.2 -33.1 257  31.6 247.1 25.050427 122.002799  0.70   47042     85
3154     1.8      8850  337.7 -26.1  51.0 -33.3 257  31.6 247.1 25.050490 122.003103  0.69   47073     85
3155     2.4      8852  337.6 -26.2  49.7 -33.6 257  31.6 247.1 25.050551 122.003405  0.67   47104     85
3156     2.4      8854  337.5 -26.2  48.5 -33.9 257  31.6 247.1 25.050613 122.003707  0.65   47135     85
3157     1.8      8856  337.3 -26.2  47.8 -34.0 257  31.7 247.1 25.050676 122.004007  0.64   47166     85
3158     2.8      8859  337.2 -26.2  47.4 -34.1 257  31.7 247.1 25.050740 122.004307  0.64   47197     85
3159     2.6      8862  337.1 -26.2  47.0 -34.2 257  31.7 247.1 25.050804 122.004607  0.63   47228     85
3160     2.3      8864  337.0 -26.1  46.6 -34.3 257  31.7 247.1 25.050869 122.004908  0.63   47259     85
3161     2.6      8867  336.9 -26.2  46.3 -34.3 256  31.7 247.1 25.050934 122.005211  0.62   47290     85
3162     2.3      8869  336.8 -26.2  46.5 -34.3 256  31.8 247.1 25.051000 122.005518  0.62   47321     85
3163     2.1      8871  336.7 -26.2  46.7 -34.3 256  31.8 247.0 25.051067 122.005828  0.63   47353     85
